id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2831712,Luxury Studios in Roma/Condesa,8618270,Benjamin And Martha,,Cuauhtémoc,19.41856,-99.16593,Entire home/apt,2250,3,9,2021-11-05,0.09,4,365,0,
579534,"""Frida"" beautiful Private Room",1326107,Jacqueline,,Cuauhtémoc,19.41269,-99.15512,Private room,600,5,17,2022-11-07,0.15,4,0,9,
583039,"historic center, balcony overlooking the city 12D",2872228,Bruce,,Cuauhtémoc,19.43374,-99.14616,Entire home/apt,1472,2,72,2022-10-31,0.58,13,188,19,
2836677,Bello Departamento Parques Polanco,14510906,Ernesto,,Miguel Hidalgo,19.44181,-99.18803,Entire home/apt,1359,3,19,2022-11-13,0.18,1,363,1,
2848002,"Villa Patricia, Heart of Coyoacan",5870021,Héctor,,Coyoacán,19.35445,-99.16251,Private room,1300,1,24,2019-02-18,0.23,5,211,0,
607833,Apartment close to the Basílica.,1849414,Omar,,Gustavo A. Madero,19.48321,-99.11241,Private room,389,3,6,2016-06-01,0.05,1,87,0,
2848113,"Villa Conchita, Heart of Coyoacan",5870021,Héctor,,Coyoacán,19.35472,-99.16258,Private room,1300,1,55,2022-10-18,0.53,5,348,2,
2863598,"Cozy, sunny room. Located in the heart of CDMX",13793390,Mario,,Benito Juárez,19.39213,-99.17207,Private room,383,2,19,2022-09-15,2.27,1,334,19,
609012,Beautiful appartement on Reforma,2944126,Dacio,,Cuauhtémoc,19.43221,-99.15708,Entire home/apt,1663,4,24,2020-03-30,0.19,1,332,0,
1555819,New Suite in Vintage Home in Roma/Condesa,8282570,Thomas,,Cuauhtémoc,19.41709,-99.16603,Entire home/apt,1857,3,306,2022-11-28,2.69,3,130,38,
1565220,Descansa en la Suite de la Abuelita San Angel CDMX,2518152,Martha Laura,,Álvaro Obregón,19.34735,-99.19016,Hotel room,3157,1,25,2022-11-21,0.22,7,365,2,
609594,House in Xochimilco,2223274,Luis,,Xochimilco,19.26541,-99.11365,Entire home/apt,583,21,12,2020-10-06,0.13,1,358,0,
1627630,Recline on the Terrace of this 1920s Art Nouveau Mansion,8282570,Thomas,,Cuauhtémoc,19.41501,-99.16565,Entire home/apt,1813,3,293,2022-12-13,2.60,3,118,41,
2863665,Dormitorio con baño privado en Anzures-CDMX,14636903,Mericia,,Miguel Hidalgo,19.43238,-99.17465,Private room,600,7,216,2021-02-28,2.67,1,332,0,
610914,"Stylish 2BR penthouse, views, in Historic Center",1297488,Petra,,Cuauhtémoc,19.43427,-99.13832,Entire home/apt,5712,3,1,2015-10-12,0.01,6,168,0,
2867671,Mex Suites Casa Azúl B&B,14659220,Mauricio,,Benito Juárez,19.37748,-99.18156,Private room,1458,2,6,2022-10-29,0.06,1,363,1,
611179,"Spectacular 1BR Penthouse, Views, Historic Center",1297488,Petra,,Cuauhtémoc,19.43542,-99.13802,Entire home/apt,3959,3,1,2016-10-17,0.01,6,167,0,
2894095,50% off! Two room suite in Santa Fe,14791549,Juan Pablo,,Cuajimalpa de Morelos,19.36045,-99.27996,Entire home/apt,3484,3,95,2022-11-13,0.94,3,86,4,
2908932,2 bedroom apt in Colonia Juarez,2281290,Suites,,Cuauhtémoc,19.42644,-99.161,Hotel room,970,2,4,2020-08-30,0.09,45,0,0,
1635595,Stylish loft in the heart of Mexico City,8686853,Marina,,Cuauhtémoc,19.43149,-99.165543,Entire home/apt,1536,1,23,2022-12-10,1.85,2,141,21,
611337,"Magnificent 2-BR apartment, views",1297488,Petra,,Cuauhtémoc,19.43423,-99.13718,Entire home/apt,6769,3,4,2016-12-24,0.04,6,168,0,
613181,90m2 / Mexico City's Hist. downtown,3040937,Jano,,Cuauhtémoc,19.43826,-99.1366,Entire home/apt,1362,3,186,2022-11-25,1.47,1,362,11,
1656382,Habitación individual c baño propio,796221,Karla,,Cuauhtémoc,19.41095,-99.18215,Private room,1244,1,0,,,1,365,0,
1676923,Two Floor apartment in Porfirian Town House,18979393,Eva,,Cuauhtémoc,19.41919,-99.15894,Entire home/apt,1999,2,283,2022-12-27,2.58,1,303,46,
2908957,Departamento Superior Roma/ Norte- Sanitized,2281290,Suites,,Cuauhtémoc,19.42536,-99.16043,Entire home/apt,1747,1,37,2022-11-26,0.35,45,332,3,
2918765,Cuarto en Lomas Virreyes con vista a Chapultepec,14905408,Martin,,Miguel Hidalgo,19.42297,-99.20626,Private room,940,10,14,2022-11-30,0.35,2,336,3,
617137,Apt near Mexico City's downtown,3059169,Andoni,,Cuauhtémoc,19.44614,-99.15868,Shared room,1941,1,0,,,1,365,0,
2932923,Complete apartment w / elevator and parking,10847035,Angie,,Miguel Hidalgo,19.440629,-99.16809,Entire home/apt,934,3,9,2022-10-31,2.13,1,55,9,
628081,"Sunny comfy flat,with terrace. Great location!",2991302,Laura,,Cuauhtémoc,19.41936,-99.17281,Entire home/apt,1760,3,278,2022-12-26,2.27,2,305,29,
2942919,Studio Downtown Historic Coyoacan,14993631,Lucrecia,,Coyoacán,19.34682,-99.16616,Entire home/apt,700,3,81,2022-12-10,1.37,1,336,14,
1689161,"Cozy apartment in Condesa, Mexico",8879557,Ana & Javier,,Cuauhtémoc,19.41147,-99.17284,Entire home/apt,1048,3,118,2022-12-03,1.07,1,289,6,
1727725,"Descansa en la suite del geógrafo, San Angel CDMX",2518152,Martha Laura,,Álvaro Obregón,19.34923,-99.19307,Private room,2629,1,32,2022-10-07,0.29,7,365,1,
640803,"Juan O'Gorman House - Studio,",3200155,Paulina,,Álvaro Obregón,19.35106,-99.19789,Entire home/apt,6377,4,22,2017-05-19,0.18,2,242,0,
1736063,"Cómodo Estudio del Botánico, San Angel CDMX",2518152,Martha Laura,,Álvaro Obregón,19.34723,-99.19396,Hotel room,1971,1,42,2022-12-10,0.39,7,355,8,
2943836,PRECIOSO APARTAMENTO DE 70 M2,13709233,Clemente,,Benito Juárez,19.36295,-99.15335,Entire home/apt,778,3,54,2020-03-02,0.52,2,27,0,
642725,Recamara en depa a 5 minutos del metropolitano,3213044,Laura,,Cuauhtémoc,19.40809,-99.18109,Private room,1500,2,0,,,1,365,0,
1768385,Amazing location /  Behind Hilton Hotel,1004821,Angela,,Cuauhtémoc,19.43432,-99.14581,Entire home/apt,1112,2,330,2022-12-26,3.02,5,144,77,
1797749,40's Apartment downtown Mexico City,1498570,Manuel,,Cuauhtémoc,19.41143,-99.16533,Entire home/apt,1486,2,112,2022-12-04,1.02,1,327,33,
642797,"Big Penthouse, Unmatched View. Great Location.",3151538,Leon,,Miguel Hidalgo,19.41499,-99.18215,Entire home/apt,11646,5,96,2022-10-29,0.79,1,328,5,
1798108,Near park Mexico. Brilliant and renovated flat!,1595855,Luis Yahir,,Cuauhtémoc,19.41638,-99.16868,Entire home/apt,1261,60,8,2021-05-09,0.07,1,332,0,
2984619,1 bedroom apaprtment hotel style service,15219834,Enrique Y Ricardo,,Miguel Hidalgo,19.43661,-99.20527,Entire home/apt,1245,2,83,2022-12-24,0.79,27,355,15,
2984948,Departamento de Lujo en Polanco,15219834,Enrique Y Ricardo,,Miguel Hidalgo,19.42962,-99.20321,Entire home/apt,1328,2,40,2022-11-21,0.40,27,357,14,
654106,1 private room in a nice apartment,3289927,Yaotl,,Miguel Hidalgo,19.44333,-99.18497,Private room,543,5,1,2013-12-21,0.01,1,349,0,
2985126,Departamento Bosque de Duraznos,15219834,Enrique Y Ricardo,,Miguel Hidalgo,19.40522,-99.24098,Entire home/apt,875,2,32,2022-12-22,0.32,27,365,14,
1826212,nice apartment in colonia del Valle,9556116,Raquel,,Benito Juárez,19.38089,-99.17245,Entire home/apt,1000,5,94,2022-11-21,0.86,1,211,3,
655422,"Comfortable and luminous house, 3 levels, 1-10 prs",3299226,Carlos,,Venustiano Carranza,19.41417,-99.11566,Entire home/apt,1936,2,83,2022-12-04,0.66,1,355,10,
1850394,xo   PH with roof garden,9664207,Francisco,,Cuauhtémoc,19.43122,-99.15562,Entire home/apt,1732,2,288,2022-12-21,2.62,4,182,32,
2986194,luxury apartment in Palmas,15219834,Enrique Y Ricardo,,Miguel Hidalgo,19.42512,-99.22595,Entire home/apt,1478,2,28,2022-12-01,0.27,27,364,4,
2987766,apartamento de lujo en Palmas,15219834,Enrique Y Ricardo,,Miguel Hidalgo,19.42485,-99.22614,Entire home/apt,1186,2,28,2020-03-02,0.28,27,335,0,
691019,Modern Complex @Historic District,3531879,Gonzalo & Sandra,,Cuauhtémoc,19.433843596587433,-99.14464358214542,Entire home/apt,1553,6,262,2022-11-27,2.10,3,303,6,
2993993,Luxury apartment in Bosques,15219834,Enrique Y Ricardo,,Miguel Hidalgo,19.4017,-99.25329,Entire home/apt,1730,2,55,2021-07-11,0.52,27,321,0,
3008799,Coyoacan: Gorgeously bright 2BR flat with balcony!,15333016,Jutta,,Coyoacán,19.353416442871094,-99.16253662109375,Entire home/apt,778,28,4,2022-09-30,0.05,1,326,2,
1869809,Luminoso departamento muy bien ubicado y tranquilo,8793173,Mercedes,,Benito Juárez,19.36823,-99.18607,Entire home/apt,800,8,3,2022-04-30,0.16,1,303,1,
696031,Simple y Práctico a 2 cuadras de Polanco,3531879,Gonzalo & Sandra,,Miguel Hidalgo,19.44226,-99.18406,Entire home/apt,1164,30,146,2022-07-24,1.20,3,365,1,
696037,"3 Bedrooms, 2 blocks from Polanco - ALL RENOVATED!",3531879,Gonzalo & Sandra,,Miguel Hidalgo,19.4418,-99.18402,Entire home/apt,1514,24,39,2022-12-21,0.32,3,284,3,
704779,"SECURE BEST LOCATION City Center, Tours 104",2872228,Bruce,,Cuauhtémoc,19.43103,-99.14661,Entire home/apt,1147,2,15,2020-02-12,0.13,13,165,0,
1877286,"Beguest | King Size, Pool, Gym steps Condesa-Roma",5755202,Andres,,Cuauhtémoc,19.42804,-99.16463,Entire home/apt,3493,1,106,2022-09-09,0.98,42,64,7,
3013008,Your Home in Mexico City,15200931,Elton Jean,,Miguel Hidalgo,19.44336,-99.20072,Entire home/apt,1242,2,142,2022-12-11,1.36,3,326,42,
728372,Casa Indigo in the Center DF groups until 29 Pers,3777702,Abraham,,Cuauhtémoc,19.44222,-99.14461,Entire home/apt,2722,1,119,2022-12-03,0.96,6,289,6,
1898854,Huge Room in Trendy Roma Norte,5169411,Teseo,,Cuauhtémoc,19.41897,-99.16112,Entire home/apt,818,3,8,2022-12-18,3.16,1,186,8,
737328,Business Suite BEIGE near Reforma,3850198,Hermann,,Cuauhtémoc,19.43059,-99.17073,Hotel room,1234,2,23,2022-03-20,0.19,11,247,1,
741557,Business Suite ORANGE near Reforma,3850198,Hermann,,Cuauhtémoc,19.43059,-99.17073,Entire home/apt,1067,2,7,2022-12-05,0.06,11,300,1,
1919273,"Bonito, roma norte, ubicadísimo",9949877,Dalia,,Cuauhtémoc,19.42048,-99.16697,Private room,450,2,81,2022-07-09,0.76,2,305,3,
1919310,"Great location, nice apartment",9949877,Dalia,,Cuauhtémoc,19.42242,-99.16823,Private room,350,2,142,2021-12-20,1.29,2,304,0,
3033293,#Incredible location & cozy home!!!,15451517,Casa De Mi Morenita,,Cuauhtémoc,19.42198,-99.15906,Entire home/apt,1456,2,106,2022-03-06,1.03,1,333,1,
760912,"Stylish bachelor pad in La Roma, DF",3817743,Max,,Cuauhtémoc,19.40891,-99.16083,Private room,778,1,5,2016-01-30,0.04,1,363,0,
773150,LOVELY LITTLE HOUSE COYOACAN,4079778,Rosa Maria,,Coyoacán,19.34419,-99.16083,Entire home/apt,718,3,12,2018-11-19,0.10,3,190,0,
3049887,Luxury Studio Apartment Palmas,15219834,Enrique Y Ricardo,,Miguel Hidalgo,19.42503,-99.22601,Entire home/apt,855,2,37,2022-11-21,0.41,27,356,3,
1919438,Beautiful renovated 1920's Brownstone in Juárez,3494399,Rodrigo,,Cuauhtémoc,19.42048,-99.15678,Entire home/apt,1602,2,229,2022-11-25,2.07,1,151,21,
1920070,Mountain Oasis surrender by trees,9953466,Gabriela,,Tlalpan,19.24444,-99.17044,Private room,400,1,3,2019-10-27,0.05,1,365,0,
3290940,Little room near Colonia Condesa,16118272,Fereshde,,Miguel Hidalgo,19.40319,-99.1722,Private room,210,1,1,2016-07-29,0.01,1,365,0,
1925256,"Cómodo Estudio del Arqueólogo, San Angel CDMX",2518152,Martha Laura,,Álvaro Obregón,19.34943,-99.19427,Private room,1971,1,40,2022-11-21,0.38,7,365,4,
1945351,"Private room. Near COLMEX, UPN, FLACSO",340030,Griselda,,Tlalpan,19.28356,-99.21837,Private room,583,3,2,2018-01-26,0.03,3,256,0,
3057573,Beautiful restored 40s apartment in Polanco♥,4455952,Maria Jose,,Miguel Hidalgo,19.42993,-99.19266,Entire home/apt,1464,2,233,2022-12-17,2.28,5,46,53,
3293072,Amazing Loft @ Iconic Building R27,16636749,Ximena,,Cuauhtémoc,19.43488,-99.15107,Entire home/apt,1941,3,118,2022-12-25,1.21,4,265,9,
3105424,In the heart of Polanco,12215962,Valentín,,Miguel Hidalgo,19.43242,-99.19045,Entire home/apt,1800,30,13,2021-01-02,0.13,2,348,0,
3148012,beatiful two bedroom apartment,15981957,Carlos,,Cuauhtémoc,19.41121,-99.15957,Entire home/apt,1683,3,164,2022-12-14,1.58,2,17,28,
3157656,"Heart of the City, Next Hilton Reforma Conferences",2872228,Bruce,,Cuauhtémoc,19.43432,-99.14581,Entire home/apt,1492,2,45,2022-11-16,0.46,13,215,7,
3176573,Departamento en Polanco 3 recamaras,5726338,Nadia,,Miguel Hidalgo,19.43716,-99.20436,Entire home/apt,2273,7,0,,,1,0,0,
1949644,"Depa  2 cuartos, Roma Condesa",10081994,Fred,,Cuauhtémoc,19.41063,-99.16575,Entire home/apt,1100,7,72,2022-11-03,0.65,2,212,5,
1988412,Full appartment in Narvarte,10128524,Jochi,,Benito Juárez,19.38672,-99.15554,Entire home/apt,873,5,23,2018-07-18,0.21,1,0,0,
3293497,"Cozzy Studio In Condesa, Mexico DF",16639078,Veronica,,Cuauhtémoc,19.4061,-99.16957,Entire home/apt,893,3,82,2022-10-23,0.88,1,260,8,
1999474,Big sunny flat Plaza Rio de Janeiro,10300365,Claire,,Cuauhtémoc,19.42064,-99.16134,Entire home/apt,1941,4,57,2022-07-30,0.52,1,299,2,
3183133,Studio con servicios incluidos,15219834,Enrique Y Ricardo,,Miguel Hidalgo,19.40303,-99.24273,Entire home/apt,763,2,38,2022-12-13,0.44,27,359,3,
3193444,"Habitación bien iluminada, espaciosa y céntrica.",728201,Pilar,,Benito Juárez,19.39284,-99.16858,Private room,429,15,0,,,1,272,0,
3386326,Gorgeous 2 BR furnished loft,5286231,Armando,,Benito Juárez,19.39129,-99.17395,Entire home/apt,1499,2,43,2022-11-20,0.65,1,272,6,
3204960,Auténtico departamento Art Deco en La Roma,16239923,Aldo,,Cuauhtémoc,19.40561382443991,-99.16012365370989,Entire home/apt,780,3,6,2022-12-06,1.98,1,315,6,
2007564,Lovely Bright Studio in Perfect Location!,9155234,Tania,,Miguel Hidalgo,19.40137,-99.17173,Entire home/apt,679,3,88,2020-11-30,0.80,1,55,0,
3386470,Big bedroom by San Angel,17085965,Luis,,Álvaro Obregón,19.34028,-99.20049,Private room,250,14,4,2019-11-17,0.05,3,118,0,
3424613,Low-price boutique apartment 9 min from Polanco,17224984,Jorge,,Miguel Hidalgo,19.44975,-99.18099,Entire home/apt,807,2,47,2022-11-07,0.51,1,89,1,
2030859,MASTER ROOM IN THE GREAT HOUSE,790208,Maria Jose,,Miguel Hidalgo,19.40692,-99.18831,Private room,889,2,50,2017-08-14,0.46,6,234,0,
2033931,INTIMATE & COMPLETE STUDIO IN ANZURES,7838265,Ernesto,,Miguel Hidalgo,19.42887,-99.17651,Entire home/apt,800,4,25,2022-12-22,0.31,10,66,14,
3458354,APARTMENT NEAR SANTA FE MEXICO CITY,17429596,Paola,,Cuajimalpa de Morelos,19.36905,-99.29672,Entire home/apt,1190,2,8,2017-09-03,0.08,2,348,0,
2056514,Acogedor departamento en Coyoacán,10531228,Maria,,Coyoacán,19.35711,-99.16049,Entire home/apt,719,2,45,2022-03-05,0.50,3,325,6,
2056622,Cómodo y espacioso loft en Coyoacán,10531228,Maria,,Coyoacán,19.35585,-99.16315,Entire home/apt,1536,2,13,2019-09-03,0.17,3,325,0,
2056638,Amplio y luminoso loft en Coyoacán,10531228,Maria,,Coyoacán,19.35353,-99.16299,Entire home/apt,1536,1,21,2018-06-24,0.19,3,325,0,
2072354,Coyoacan Historic Studio Apartment,16840050,Mónica,,Coyoacán,19.35358,-99.16948,Entire home/apt,900,3,61,2022-11-04,0.56,2,321,1,
3242026,Apartment for your Pleasure or Business Trip (A),12682760,Isaul,,Miguel Hidalgo,19.45688,-99.21323,Entire home/apt,998,7,69,2022-12-08,0.90,1,7,3,
3467163,Short-Term Room w/airport shuttle,17468617,Rafael,,Coyoacán,19.33739,-99.12417,Entire home/apt,910,7,1,2015-12-02,0.01,7,360,0,
4474437,Flat in the heart of La Condesa,84013745,Isabella,,Cuauhtémoc,19.41035,-99.17145,Entire home/apt,3000,2,6,2022-12-14,0.96,1,186,6,
4475004,Loft en un hermoso edificio histórico renovado,10085542,Hernan,,Cuauhtémoc,19.43131,-99.15203,Entire home/apt,1941,1,2,2022-06-26,0.28,1,310,2,
3468307,HABITACIÓN CENTRICA,16297760,Dorian,,Cuauhtémoc,19.417,-99.15975,Private room,543,1,3,2015-12-03,0.03,1,364,0,
4489287,Beautiful Típical Mexican House with roof garden,23287902,Finis Y Rosi,,Benito Juárez,19.37819,-99.16773,Entire home/apt,1361,3,15,2022-10-31,0.22,1,87,5,
5534116,Comfortable Penthouse room in La Roma Norte,11554980,Teresita Francisca,,Cuauhtémoc,19.41357,-99.15749,Private room,840,2,98,2022-12-02,1.08,1,71,2,
5557597,COZY MODERN ROOM ( Monterrey Room Condesa Haus ),196253,Condesa Haus Bed & Breakfast  CDMX,,Cuauhtémoc,19.40936,-99.17693,Private room,2496,1,2,2016-09-27,0.02,12,330,0,
3479520,Comfortable room with dinning room,17527001,Andrea,,Coyoacán,19.35263,-99.16245,Entire home/apt,670,4,13,2022-12-08,0.13,4,242,4,
5558275,Bonito departamento en la Condesa,28814855,Silvio,,Cuauhtémoc,19.41694,-99.17877,Entire home/apt,1397,1,120,2022-10-30,1.29,4,350,14,
4492814,"EASY ACCES, GREAT SPACES AND 2 BIKES FOR FREE!",20629876,Andrea,,Miguel Hidalgo,19.42489,-99.17724,Entire home/apt,1944,3,21,2019-12-01,0.24,1,303,0,
3490114,Cuarto en renta,17575648,Josue,,Cuauhtémoc,19.40924,-99.16619,Private room,3882,1,0,,,1,365,0,
5562688,Neat space/urban view/best located.,28840897,Pablo,,Cuauhtémoc,19.40943,-99.16665,Entire home/apt,1595,14,220,2022-11-30,2.32,4,297,11,
3506037,SUITES BOSQUES MEDICA SUR,17650235,Chelita,,Coyoacán,19.29966,-99.15624,Private room,11807,1,1,2022-10-07,0.36,3,365,1,
5577935,Beautiful 2BD AP Polanco's heart.,6398178,Jose A.,,Miguel Hidalgo,19.42955,-99.19527,Entire home/apt,1205,5,93,2020-04-12,1.00,1,40,0,
4509191,Deluxe room at heart of Mexico City,19411159,Claudia,,Cuauhtémoc,19.40338,-99.16555,Private room,600,2,1,2022-09-21,0.30,3,56,1,
4509559,Casita en Coyoacán,19927450,Luz,,Coyoacán,19.35362,-99.1477,Entire home/apt,1034,1,291,2022-12-10,3.54,8,295,57,
3536304,San Angel  Inn # 1,18260491,Simha,,Álvaro Obregón,19.35058,-99.19749,Private room,642,1,13,2022-10-30,0.20,3,365,2,
4519487,Recamara con entrada independiente,6604619,Tania,,Tlalpan,19.26894,-99.17053,Private room,428,6,6,2021-04-30,0.07,2,263,0,
4550512,Beautiful Antique/Luxury MEX-House,10993719,Jazmin,,Coyoacán,19.35156,-99.16508,Private room,1000,1,77,2022-11-27,0.78,1,211,4,
5580404,(7)Full Apartment in Colonia Roma close to Condesa,18015070,Maria Del Pilar,,Cuauhtémoc,19.41456,-99.16145,Entire home/apt,829,4,211,2022-11-06,2.24,8,78,20,
3561395,Nice spacious apartment in Condesa,15943778,Yvonne,,Cuauhtémoc,19.40623,-99.17141,Entire home/apt,1456,21,19,2022-11-29,0.19,1,281,5,
5581532,Sunny room in sustainable building,4715803,Lucretia,,Cuauhtémoc,19.41717,-99.16081,Private room,602,1,111,2020-03-15,1.18,1,328,0,
4565401,Industrial Inspired Rustic Loft Apartment,899360,Julian,,Cuauhtémoc,19.4106,-99.17732,Entire home/apt,4832,5,140,2020-04-11,1.43,6,0,0,
3577110,Penthouse with terrace in Colonia Roma by Condesa,18015070,Maria Del Pilar,,Cuauhtémoc,19.41232,-99.16073,Entire home/apt,807,4,164,2022-12-03,1.60,8,72,7,
3595167,Independent stay near Independence Angel - Reforma,18112590,Carlos,,Cuauhtémoc,19.43211,-99.16912,Entire home/apt,530,1,244,2022-11-22,3.54,1,365,18,
5592595,TRENDY APARTMENT IN DEL VALLE AREA,28995965,Marilu,,Benito Juárez,19.38688,-99.14789,Private room,690,2,4,2018-04-21,0.04,1,365,0,
3602334,ONE ROOM LOFT AT LOMAS DE CHAPULTEPEC,18149939,Charyl,,Miguel Hidalgo,19.43293,-99.21078,Entire home/apt,750,7,33,2022-03-18,0.35,1,357,1,
5593671,great location in condesa trendy for home officce,29003246,Alfredo,,Cuauhtémoc,19.40777,-99.1778,Entire home/apt,945,2,305,2022-12-26,3.22,1,317,47,
4567682,Cuarto Blanco Beautiful prívate Bedroom with bath,23677448,María Fernanda,,Cuauhtémoc,19.40693,-99.17778,Private room,1200,2,4,2022-03-27,0.09,3,342,1,
4581152,apartment in Bosques,15219834,Enrique Y Ricardo,,Miguel Hidalgo,19.4053,-99.24144,Entire home/apt,972,2,97,2022-12-14,1.03,27,362,36,
3606513,Hermoso PH bohemio en el corazón de la CDMX,7322043,Yves,,Cuauhtémoc,19.43315,-99.163,Entire home/apt,1705,2,0,,,1,87,0,
4604049,Mira pasar la ciudad en este encantador loft lleno de plantas y libros,7756728,Daniel,,Cuauhtémoc,19.42663,-99.1608,Entire home/apt,1877,1,250,2022-11-26,3.51,1,291,45,
3624106,GREAT VIWE WITH GREAT PEOPLE,18259367,Hector,,Miguel Hidalgo,19.41239,-99.18398,Private room,700,1,27,2022-11-06,0.28,4,365,5,
4621933,Bright and beautiful room Narvarte,1979548,Oscar,,Benito Juárez,19.38266,-99.15167,Private room,1100,3,23,2022-10-22,0.24,2,363,1,
5601692,"1st , Private Room Condesa - Roma",28090452,Fabiola,,Cuauhtémoc,19.41869,-99.17077,Private room,410,1,335,2022-10-14,3.53,12,245,49,
5606567,Excellent Furnished  Suite,2281290,Suites,,Cuauhtémoc,19.42517,-99.16041,Entire home/apt,1048,2,55,2022-03-22,0.60,45,332,4,
3635953,Nice Loft in the heart of Polanco,18334496,Nando,,Miguel Hidalgo,19.43215,-99.18851,Entire home/apt,1990,1,577,2022-12-18,5.63,4,78,59,
5620121,Cozy room in modern flat in Condesa,13222015,Jose Luis,,Cuauhtémoc,19.41266,-99.17761,Private room,505,2,3,2018-11-21,0.03,1,283,0,
5632011,Unique Room in the Centric Polanco District,29190387,Alejandra,,Miguel Hidalgo,19.42964,-99.20166,Private room,3694,1,105,2020-03-09,1.17,1,87,0,
4631054,Historic Mansion - Modern Quirky Duplex,3285196,Juan Carlos,,Cuauhtémoc,19.43345,-99.13832,Entire home/apt,1425,1,252,2022-08-21,2.57,7,65,29,
3645689,PRIVATE BEDROOM SANTA FE - CUAJIMALPA,17429596,Paola,,Cuajimalpa de Morelos,19.36898,-99.29595,Private room,880,3,1,2017-07-29,0.02,2,331,0,
4642549,French Mansion in Coyoacan (Suite Sabines),24017549,Enrique,,Coyoacán,19.34601,-99.16372,Private room,2941,1,164,2021-11-04,1.67,6,333,0,
3685560,nice rooms in nice centric house,18744018,Christian,,Miguel Hidalgo,19.44358,-99.21206,Private room,3099,2,0,,,1,173,0,
4670591,"Apartment in Roma, Mexico City",4075316,Sebastián,,Cuauhtémoc,19.41066,-99.16193,Private room,350,1,339,2022-11-15,3.89,2,84,52,
